date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:33:24	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:24%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/TontyCTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/TontyCTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:25	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:24%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/MobileCTA02.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/MobileCTA02.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:25	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:25%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/EzipayCTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/EzipayCTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:25	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:25%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ToogethrCTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ToogethrCTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:26	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:26%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ClearCTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ClearCTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:27	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:26%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/Matajer_CTA_Mobile.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/Matajer_CTA_Mobile.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:27	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:27%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/Asapp%20CTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/Asapp%20CTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:27	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:27%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/Dayprise_CTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/case_study/Dayprise_CTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:28	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:28%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/MobileCTA01.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/MobileCTA01.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:29	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:28%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/amaze-cta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/amaze-cta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:29	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:29%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Gaybnd/gayBndCta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Gaybnd/gayBndCta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:29	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:29%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Radiuz/raiduz-Cta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Radiuz/raiduz-Cta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:30	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:29%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Gaybnd/gaybnb_ctaMob.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Gaybnd/gaybnb_ctaMob.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:30	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:30%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Radiuz/RadiuzCTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Radiuz/RadiuzCTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:30	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:30%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/moove/MooveCta.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/moove/MooveCta.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:31	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:30%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/moove/Moove_CTA_Mobile.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/moove/Moove_CTA_Mobile.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style.css)
15:33:31	891735/891735	---M--	200	added ('OK')	image/png	etag:%2266349921-d9b57%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/collaborate_mobile_cta.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/home_new/collaborate_mobile_cta.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:32	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:31%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/android/android.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/android/android.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:32	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:32%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/visionos/visionOsBanner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/visionos/visionOsBanner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:32	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:32%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/mobile-app-dev/mobile-app-banner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/mobile-app-dev/mobile-app-banner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:33	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:32%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/mobile-app-dev/bg.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/mobile-app-dev/bg.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:33	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:33%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/block-Chain/blockChainBanner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/block-Chain/blockChainBanner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:33	632/632	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226634970d-278%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/right_arrow.svg	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/right_arrow.svg	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:33%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ios_page/ios_banner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ios_page/ios_banner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:34%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ios_page/bottom-left.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ios_page/bottom-left.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:34	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:34%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ios_page/top-right.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ios_page/top-right.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:35	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:35%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/contac_page/contact_banner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/contac_page/contact_banner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:36	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:35%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Odoo/bannerodoo.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Odoo/bannerodoo.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:36	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:36%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/Odoo/right_arrow_white.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/Odoo/right_arrow_white.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:37	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:36%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/crm/crmBanner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/crm/crmBanner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:37	724134/724134	---M--	200	added ('OK')	image/png	etag:%2266349781-b0ca6%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/dubai_img.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/dubai_img.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:37	3509177/3509177	---M--	200	added ('OK')	image/png	etag:%2266349773-358bb9%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/saudi_img.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/saudi_img.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
15:33:38	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2006%20Aug%202024%2010:03:38%20GMT	https://appventureztech.in/wp-content/themes/appventurez_theme/css/owl.video.play.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/css/owl.video.play.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/owl.carousel.min.css)
15:33:38	719176/719176	---M--	200	added ('OK')	image/png	etag:%226634977e-af948%22	https://appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/qatarBanner.png	C:/My%20Web%20Sites/https___appventureztech.in_/appventureztech.in/wp-content/themes/appventurez_theme/assets/ai-landing/qatarBanner.png	(from https://appventureztech.in/wp-content/themes/appventurez_theme/css/style2.css)
